MiNg_100_CAISO,MiNg_150_CAISO,MiNg_100_ERCOT,MiNg_150_ERCOT,MiNg_100_MISO-W,MiNg_150_MISO-W,MiNg_100_NYISO,MiNg_150_NYISO,MiNg_100_PJM-W,MiNg_150_PJM-W,BaseCaseTax,HighWindTax,HighSolarTax,WinterNYTax
73.54,71.3,0.1,0.04,7.14,0.19,1.92,1.39,77.08,55.94,40.1,0,40.1,46.79
92.83,99.51,0.11,0.09,7.09,0.16,1.92,1.39,77.08,55.99,40.1,0,40.1,48.31
92.83,103.38,0.11,0.07,7.13,0.14,1.92,1.39,76.59,55.77,40.1,0,40.1,50.3
92.83,103.38,0.11,0.04,6.96,0.14,1.92,1.39,76.59,55.7,40.1,0,40.1,92.13
92.83,103.39,0.11,0.04,6.97,0.14,1.92,1.39,76.59,55.75,40.1,0,40.1,50.3
92.83,103.39,0.04,0.04,6.83,0.01,1.92,1.39,76.57,55.89,40.1,0,40.1,60.26
91.73,1.83,0,0.03,5.51,0,2.26,1.39,72.93,58.19,40.1,0,40.1,50.3
91.73,1.83,0,0,0.14,0,1.38,1.39,72.97,58.53,40.1,18.39,46.79,70.91
91.73,1.83,0,0,1.83,0,1.38,1.39,72.99,51.6,46.79,40.1,46.79,50.3
91.73,1.83,0,0,0,0,1.38,1.39,73.02,51.84,53.47,40.1,59.74,50.3
91.73,1.83,0,0,0,0,1.38,1.39,73.06,52.16,53.47,40.1,59.74,50.3
91.73,1.83,0,0,0,0,1.38,1.39,73.07,52.32,59.62,40.1,59.74,48.32
91.73,1.83,0,0,0,0,1.38,1.39,72.95,52.37,55.52,40.1,59.74,48.32
91.73,1.83,0,0,0.04,0,1.38,1.39,73,54.76,55.52,40.1,59.74,48.32
91.73,1.83,0,0,0,0,0.19,0,0.02,0,60.33,40.1,83.76,50.3
91.74,1.83,0,0,0,0,0.19,0,0,0,46.79,40.1,40.1,48.31
74.32,1.37,0,0,0,0,0.19,0,0.02,0,40.1,40.1,40.1,46.79
0,0,0,0,0,0,0.19,0,0,0,40.1,40.1,40.1,18.39
0,0,0,0,0,0,0.19,0,0,0,40.1,30.07,4.24,0
0,0,0,0,0,0,0.19,0,0,0,40.1,30.07,4.24,9.19
0,0,0,0,0,0,0.19,0,0,0,40.1,9.19,0,9.19
0,0,0,0,0,0,1.36,0.08,0,0,9.19,9.19,0,8.82
0,0,0,0,0,0,1.36,0.13,0,0,9.19,9.19,0,37.73
0,0,0,0,0,0,1.36,0.13,7.39,0.06,40.1,0,9.19,46.79
0,0,0.11,0.04,0.04,0,1.36,0.12,7.6,0.08,35.74,0,9.19,46.79
90.29,1.78,0.11,0.07,0.04,0,1.36,0.11,7.59,0.07,40.1,0,40.1,48.32
92.78,1.83,0.11,0.06,0,0,1.36,0.06,7.62,0.05,40.1,0,40.1,60.26
92.78,1.83,0.11,0.04,0,0,1.36,0.01,7.59,0.02,9.19,0,40.1,50.3
92.78,1.83,0.11,0.04,0,0,1.36,0,7.63,0.02,40.1,0,40.1,48.32
92.78,1.83,0.04,0.04,0,0,1.36,0,7.6,0.02,40.1,18.39,40.1,50.3
92.19,104.06,0,0.03,0,0,1.36,0,7.72,0.02,40.1,40.1,40.1,50.3
92.18,104.06,0,0,0,0,0,0,7.41,0.02,46.79,40.1,46.79,50.3
92.18,104.06,0,0,0,0,0,0,7.47,0.02,46.79,46.79,48.31,50.3
92.18,104.06,0,0,0,0,0,0,8.36,0.02,73.45,50.16,64,102.09
92.18,104.06,0,0,0,0,0,0,7.44,0.02,59.25,50.16,64,50.3
92.19,104.06,0,0,0,0,0,0,7.57,0.02,59.25,50.16,64.98,48.32
92.18,104.06,0,0.03,0,0,0,0,7.5,0.02,59.25,50.16,63.02,48.32
92.19,104.06,0,0.03,0,0,0,0,7.33,0.02,65.03,50.16,78.02,48.31
92.2,104.08,0,0,0,0,0,0,0,0,53.47,50.16,53.47,50.3
92.21,104.09,0,0,0,0,0,0,0,0,46.79,53.47,46.79,48.32
73.62,1.28,0,0,0,0,0,0,0,0,40.1,46.79,40.1,46.79
0,0,0,0,0,0,0,0,0,0,40.1,46.79,40.1,37.73
0,0,0,0,0,0,0,0,0,0,40.1,46.79,40.1,9.19
0,0,0,0,0,0,0,0,0,0,40.1,46.79,22.36,9.19
0,0,0,0,0,0,0,0,0,0,40.1,46.79,9.19,9.19
0,0,0,0,0,0,0,0,0,0,40.1,40.1,9.19,9.19
0,0,0,0,0,0,0,0,0,0,40.1,40.1,9.19,37.73
0,0,0.12,0.05,0,0,0.09,0,6.89,9.17,40.1,40.1,40.1,46.79
0,0,77.57,0.17,0.16,0.01,0.09,0,7.44,9.34,40.1,40.1,40.1,46.79
90.82,83.04,0.15,0.16,0.11,0.01,0.07,0,7.58,9.61,40.1,40.1,40.1,48.32
92.19,104.06,0.11,0.16,0.08,0,0.04,0,7.63,9.71,9.19,40.1,40.1,48.31
92.19,104.07,0.11,0.14,0.07,0,0,0,7.59,9.69,9.19,40.1,40.1,48.31
92.2,104.07,0.09,0.13,0.04,0,0,0,7.56,9.29,40.1,40.1,40.1,48.31
92.19,104.06,0.02,0.14,0,0,0,0,7.32,8.65,40.1,46.79,46.79,155.84
94.48,108.24,0.04,0.16,0,0,0,0,6.95,5.42,46.79,46.79,46.79,48.32
94.48,108.24,0.05,0.16,0,0,0,0,6.89,5.14,46.79,46.79,46.79,48.32
94.47,108.23,0.04,0.16,0,0,0,0,6.96,5.79,48.31,48.32,48.32,48.32
94.47,108.23,0.07,0.16,0,0,0,0,7,5.04,112.46,99.87,85.87,48.31
94.47,108.23,0.07,0.16,0,0,0,0,7.03,5.08,53.47,53.47,60.33,48.32
94.47,108.23,0.07,0.16,0.01,0,0,0,7.01,8.78,53.47,53.47,60.33,48.31
94.47,108.23,0.16,0.16,0.05,0,0,0,7.15,9.74,53.47,53.47,60.33,48.32
94.48,108.25,0.19,0.17,0.1,0,0,0,7.3,9.98,59.25,57.45,60.33,48.32
94.48,108.25,0.07,0.16,0.06,0,0,0,6.91,10.5,53.47,57.45,60.33,48.32
94.49,108.25,0,0.02,0,0,0,0,5.73,8.23,46.79,53.47,46.79,48.32
75.84,1.59,0,0,0,0,0,0,5.07,8.22,40.1,53.47,40.1,46.79
0,0,0,0,0,0,0,0,5.63,9,40.1,48.31,40.1,20.54
0,0,0,0,0,0,0,0,6.18,8.37,40.1,46.79,40.1,0
0,0,0,0,0,0,0,0,5.92,7.55,40.1,46.79,40.1,9.19
0,0,0,0,0,0,0,0,6.3,12.48,40.1,46.79,21.83,9.19
0,0,0,0,0,0,0,0,5.98,12.66,40.1,42.39,9.19,9.19
0,0,0,0,0,0,0,0,8.07,0.12,40.1,40.1,9.19,35.19
0,0,0,0,50.94,8.65,0.15,0.08,73.61,89.08,40.1,40.1,34.47,46.79
62.47,0,80.1,101.94,62.28,64.19,0.14,0.08,75.85,91.51,40.1,40.1,28.72,46.79
94.46,108.22,80.1,101.94,61.91,62.97,0.14,0.08,75.45,91.12,40.1,0,40.1,46.79
94.47,108.24,79.83,101.74,62.11,62.54,0.13,0,75.45,91.14,9.19,18.39,40.1,48.32
94.47,108.24,79.83,101.74,62.16,65.07,0,0,72.58,81.52,9.19,0,40.1,48.31
94.47,108.24,79.65,101.63,62.03,65.8,0,0,67.32,81.3,9.19,9.19,40.1,48.32
94.47,108.24,79.62,101.63,61.64,64.39,0,0,67.14,81.52,40.1,40.1,40.1,48.32
93.69,113.65,76.19,100.7,61.09,74.15,0,0,59.8,73.29,40.1,40.1,40.1,48.32
93.69,113.64,76.93,100.7,61.39,74.23,0,0,61.73,75.21,46.79,46.79,46.79,48.32
93.68,113.64,76.93,100.7,61.25,86.55,0,0,62.22,81.58,48.31,48.32,48.32,48.32
93.68,113.63,76.93,100.7,70.4,88.82,0,0,71.18,93.9,104.74,53.47,92.73,59.05
93.68,113.63,76.93,100.7,70.68,90.79,0,0,74.42,94.79,53.47,53.47,60.33,53.68
93.68,113.65,77.1,100.7,69.99,88.64,0,0,75.95,96.06,53.47,48.32,60.33,50.8
93.68,113.66,77.1,100.7,73.36,93.91,0,0,76.46,96.88,53.47,48.32,61.01,48.32
93.68,113.65,77.12,100.7,75.54,96.67,1.36,0.01,76.87,97.16,53.47,48.32,59.64,53.68
93.68,113.66,77.07,100.7,75.4,94.36,1.36,1.39,75.65,95.05,53.47,48.32,53.47,53.68
93.68,113.68,45.53,84.05,64.56,82,1.36,1.39,56.7,71.96,46.79,48.31,46.79,53.68
81.95,96.45,45.51,81.4,65.42,82.05,1.36,1.39,56.45,71.06,40.1,48.32,40.1,48.32
0,0,45.35,82.51,66.35,82.12,1.36,1.39,56.42,71.65,40.1,48.31,40.1,46.79
0,0,45.49,82.43,66.99,82.86,1.36,1.1,56.76,72.43,40.1,48.31,40.1,9.19
0,0,45.51,82.82,66.64,82.9,1.41,1.39,56.61,71.31,40.1,132.09,40.1,46.79
0,0,45.48,83.06,65.79,82.29,71.07,81.28,44.73,55.24,40.1,46.79,9.19,9.19
0,0,45.7,84.69,65.67,82.14,78.21,88.47,57.16,71.42,40.1,48.32,26.73,46.79
0,0,45.98,85.09,65.95,82.15,78.21,98.88,65.72,83.48,40.1,48.31,26.73,46.79
0,0,78.12,101.53,75.45,96.29,78.21,99.95,81.39,104.76,40.1,48.32,31.58,48.31
72.58,82.42,78.49,101.59,75.58,96.38,78.22,99.96,81.64,104.83,9.19,9.19,9.19,40.26
93.69,113.62,78.49,101.59,75.55,96.36,78.22,99.96,81.45,104.74,40.1,0,40.1,46.79
93.69,113.64,78.49,101.53,75.57,96.4,78.22,99.96,81.37,104.68,40.1,18.39,40.1,53.68
93.69,113.64,78.36,101.45,75.57,96.41,78.22,99.95,81.35,104.66,9.19,9.19,40.1,48.32
93.69,113.64,78.36,101.45,75.47,96.42,78.21,99.95,81.14,104.53,40.1,13.13,40.1,48.32
93.69,113.64,74.2,95.63,75.36,96.41,77.83,99.95,81.16,103.82,40.1,40.1,40.1,48.32
93.84,117.91,70.63,99.94,74.35,97.17,77.14,97.95,80.37,103.72,40.1,40.1,40.1,48.32
93.83,117.91,74.16,105.57,74.04,96.73,77.01,97.96,80.37,103.74,46.79,46.79,46.79,48.31
93.83,117.9,84.44,105.57,73.32,95.7,76.67,97.96,80.39,103.75,48.31,48.32,48.32,53.68
93.83,117.9,87.14,107.58,74.17,95.66,76.67,97.96,80.43,103.77,121.84,85.22,103.34,69.78
93.83,117.9,87.45,107.69,73.67,94.19,76.97,97.96,80.49,103.79,53.47,53.47,59.64,53.68
93.83,117.91,87.24,107.69,70.7,93.1,77.69,97.95,80.63,103.83,53.47,53.47,61.21,53.68
93.83,117.91,87.45,107.69,70.48,93.68,81.52,98.39,80.87,103.79,53.47,53.47,58.06,53.68
93.83,117.91,87.52,107.69,61.76,93.36,81.52,98.39,80.86,103.7,53.47,53.47,53.47,53.68
93.83,117.92,87.65,107.91,60.68,93.16,64.95,82.56,67.97,88.43,53.47,51.25,53.47,53.68
93.83,117.93,51.44,35.61,53.92,59.95,39.38,82.54,49.66,55.42,48.32,53.47,46.79,64.42
83.1,110.59,0,29.64,46.77,49.78,39.38,82.56,49.53,55.72,46.79,53.47,40.1,48.31
71.44,92.35,0,29.88,46.51,48.96,39.38,82.55,49.47,57.46,40.1,61.44,40.1,48.31
72.42,93.47,0,0,47.32,53.11,39.38,1.4,49.58,56.99,40.1,48.32,40.1,46.79
72.49,93.45,0,0,48.75,57.91,39.37,82.55,49.49,57.63,40.1,84.87,40.1,46.79
72.49,93.43,0,0,49,53.56,39.39,82.53,49.27,70.38,40.1,48.31,33.94,46.79
72.48,93.43,0,0,47.94,1.98,64.95,82.56,62.59,80.5,40.1,48.31,9.19,46.79
72.46,93.44,0,0,42.54,6.67,79.93,103.25,74.35,96.58,40.1,46.79,40.1,48.31
72.48,93.37,0,0,62.39,6.44,82.31,103.38,80.79,102.42,40.1,40.1,40.1,48.31
74.09,94.6,77.81,101.76,53.22,8.43,81.67,103.26,80.67,102.37,40.1,40.1,40.1,48.32
93.84,119.97,68.73,101.76,59.18,8.45,81.67,103.26,80.68,102.37,40.1,40.1,40.1,48.31
94.61,119.97,68.7,101.72,52.4,8.55,81.67,103.26,80.55,102.25,9.19,9.19,40.1,48.32
94.62,119.97,68.58,101.29,51.26,8.41,81.03,102.4,79.96,101.87,9.19,9.19,27.14,48.31
94.62,119.97,62.64,95.86,45.55,7.34,73.93,100.35,76.64,100.54,40.1,9.19,40.1,48.32
94.62,119.97,61.62,95.2,55.28,1.99,70.22,92.96,75.26,99.59,40.1,40.1,40.1,48.31
94.34,118.19,44.94,88.44,47.05,0.14,69.52,91.58,74.75,97.52,40.1,40.1,40.1,48.32
94.34,118.19,44.92,88.44,45.99,0.04,69.73,91.58,74.76,97.71,46.79,46.79,46.79,53.68
94.34,118.19,45.23,88.43,47.02,0.04,70.86,92.31,75.44,98.38,48.31,48.31,53.47,53.68
93.63,118.19,46.45,88.43,47.24,0.04,71.29,92.8,75.64,98.46,106.3,103.42,93.03,59.05
93.63,118.19,49.02,88.68,47.07,0.04,73.46,96.97,76.86,100,53.47,53.47,53.47,53.68
92.02,118.18,49.75,93.7,47.09,0.03,75.57,103.19,77.54,100.18,53.47,53.47,53.47,48.32
91.85,118.18,49.84,93.7,46.68,0.12,79.59,103.37,77.57,100.14,53.47,53.47,54.88,48.32
93.63,118.18,49.89,93.86,56.86,0.17,79.59,103.37,77.5,100.09,53.47,48.32,53.47,48.32
93.64,118.18,49.9,93.87,56.71,0.22,71.07,91.06,73.83,95.88,48.32,48.32,53.47,48.31
94.34,118.19,0,77.59,48.88,0.14,63.71,82.58,64.19,83.23,48.32,48.31,48.32,48.32
91.86,114.82,0,30.72,53.33,1.16,63.7,82.57,58.69,83.03,46.79,48.32,40.1,46.79
81.89,102.66,0,78.2,58.23,1.44,63.7,82.58,63.16,83.44,40.1,48.31,40.1,46.79
81.48,100.38,0,78.3,58.88,1.47,63.7,82.57,63.75,83.54,40.1,48.31,40.1,40.26
81.56,100.36,0,78.25,58.88,1.47,63.7,82.57,64.25,83.48,40.1,46.79,40.1,40.26
81.48,100.36,0,78.17,58.1,1.44,63.72,82.58,57.67,81.85,40.1,46.79,40.1,25.24
81.78,100.39,0,78.22,57.88,1.44,67.58,83.45,63.89,82.78,40.1,46.79,9.19,40.26
81.88,102.63,0,78.11,59.03,1.43,85.65,115.62,74.47,96.27,40.1,46.79,40.1,40.26
89.3,110.22,66.57,79.49,74.21,79.45,107.99,134.08,82.48,106.54,40.1,40.1,40.1,46.79
93.63,118.19,80.27,102.94,74.11,79.87,156.54,184.89,82.47,106.53,40.1,40.1,40.1,46.79
94.34,118.2,80.27,102.93,61.93,79.77,100.53,115.85,82.47,106.52,40.1,40.1,40.1,48.31
94.35,118.2,80.26,102.85,63.78,69.22,88.79,115.62,82.46,106.33,40.1,18.39,40.1,48.32
94.35,118.2,80.03,102.64,71.24,69.37,88.78,115.62,82.37,106.32,9.19,0,39.14,48.31
94.35,118.2,79.97,102.64,59.73,69.17,85.65,115.62,82.32,106.31,9.19,0,40.1,48.32
94.34,118.2,79.97,102.64,56.44,70.63,85.49,110.12,82.29,106.29,40.1,4.8,40.1,48.32
89.85,112.17,78.42,107.09,63.02,62.44,79.5,105.07,79.08,103.23,40.1,40.1,40.1,48.32
89.85,112.17,78.42,107.08,57.2,59.65,79.1,104.89,79.03,103.19,46.79,40.1,46.79,53.68
89.32,112.17,81.61,107.64,56.64,59.94,79.1,104.57,79.03,103.16,48.32,46.79,53.47,53.68
89.18,112.17,86.73,109.05,55.14,64.17,79.09,104.56,79.04,103.13,89.86,102.26,73.92,53.68
88.72,112.17,86.73,109.05,55.22,67.94,79.09,104.59,79.04,103.15,65.31,53.47,58.06,53.68
88.72,112.17,86.73,109.06,55.17,70.26,79.09,104.89,79.64,103.22,53.47,59.62,62.65,53.68
89.17,112.17,87.14,109.27,58,70.3,83.4,105.07,79.71,103.57,53.47,53.47,53.47,48.32
89.18,112.18,87.35,109.27,58.65,67.07,93.17,123.1,79.66,103.59,53.47,53.47,53.47,48.32
89.85,112.18,87.29,109.29,58.62,70.42,73.67,97.31,71.77,93.68,53.47,53.47,53.47,48.32
89.85,112.19,0,0,5.82,7.97,62.49,76.76,52.6,54.35,46.79,53.47,43.16,48.32
88.17,110.46,0,0,5.58,1.92,62.49,76.76,43.41,54.02,40.1,40.11,40.1,43.88
87.29,108.55,0,0,5.28,2.07,62.5,76.76,52.88,53.82,40.1,40.1,40.1,9.19
77.82,95.9,0,0,5.39,2,62.5,76.75,52.58,53.87,40.1,40.1,40.1,9.19
75.88,94.98,0,0,5.17,2.05,62.5,75.48,42.87,53.62,40.1,40.1,40.1,0
77.73,95.23,0,0,5.11,0.13,1.36,1.39,0,0,40.1,40.1,40.1,18.39
78.04,99.6,0,0,4.4,1.94,62.49,76.76,42.14,54.26,40.1,40.1,40.1,9.19
87.27,112.16,0,0,5.25,2.01,79.05,102.65,62.74,81.04,40.1,40.1,40.1,40.26
85.78,108.53,0,0,6.83,9.83,79.22,102.66,78.6,102.01,40.1,40.1,40.1,46.79
84.25,103.02,77.05,98.64,8.3,9.55,79.06,102.66,79.24,102.18,40.1,40.1,40.1,46.79
89.85,112.16,77.02,98.59,8.3,9.81,79.06,102.66,79.21,102.01,40.1,40.1,40.1,46.79
90.63,112.17,72.86,93.22,8.06,9.53,79.05,102.66,78.68,102.01,29.91,0,25.12,46.79
89.86,112.18,72.86,93.22,7.96,9.72,79.05,102.66,78.57,102.01,0,0,9.19,46.79
89.86,112.17,72.86,93.21,8.73,9.57,77.23,102.66,78.53,102.01,0,0,9.19,46.79
89.86,112.17,72.85,93.21,7.23,2.58,74.65,99.98,78.48,101.98,40.1,0,40.1,46.79
85.28,1.68,76.58,96.77,7.29,2.49,71.22,93.98,73.74,94.71,40.1,40.1,40.1,48.32
85.1,1.68,76.57,96.77,2.86,2.47,70.37,91.63,73.79,94.2,40.1,40.1,40.1,48.32
85.09,1.68,76.57,96.77,3.21,2.43,70.11,92.31,73.62,94.1,46.79,46.79,46.79,53.68
84.73,1.68,76.58,96.78,1.41,2.43,70.87,92.79,73.63,94.12,112.68,96.7,58.06,73.93
84.65,1.68,76.57,96.77,1.41,2.38,71.21,93.97,73.57,94.05,53.47,56.54,58.06,53.68
84.54,1.68,76.58,96.78,1.41,2.35,73.69,95.95,73.65,94.21,53.47,62.1,58.06,48.31
84.54,1.68,76.59,96.79,1.41,2.29,76.73,96.14,74.11,94.21,53.47,53.47,58.06,48.32
84.62,1.68,76.59,96.79,1.46,0.07,71.94,95.67,73.78,94.05,53.47,53.47,56.03,48.31
84.54,1.68,80.7,102.09,1.78,0,1.36,1.38,27.67,0,53.47,53.47,53.47,48.32
85.1,1.68,0,0,0.75,0,1.36,1.39,0,0,46.79,53.47,46.79,64.42
72.59,1.26,0,0,0.76,0,1.36,1.39,0,0,40.1,40.11,40.1,48.31
72.02,1.25,0,0,0.74,0,1.36,0.1,0,0,40.1,40.1,40.1,46.79
72.08,1.25,0,0,0.77,0,1.36,0,0,0,40.1,40.1,40.1,9.19
72.07,1.25,0,0,0.79,0,1.36,0,0,0,40.1,40.1,40.1,9.19
72.19,1.26,0,0,0.76,0,1.36,0,0,0,40.1,40.1,40.1,9.19
72.05,1.25,0,0,0.73,0,61.18,1.39,0,0,40.1,40.1,40.1,40.26
68.22,1.17,0,0,0.77,0,85.22,110.85,56.83,0.04,40.1,40.1,40.1,46.79
68.82,1.13,0,0,1.42,0,146.48,110.86,73.89,24.21,40.1,40.1,40.1,48.32
73.39,1.26,36.81,0.12,1.42,0.09,85.22,110.86,73.64,9.97,40.1,40.1,40.1,48.32
85.09,1.68,36.74,0.15,1.42,0.08,85.22,110.85,73.64,10.02,40.1,0,40.1,48.31
85.1,1.68,36.74,0.12,1.42,0.07,85.22,110.86,73.63,10.14,4.83,0,40.1,48.32
85.1,1.68,36.73,0.12,1.42,0.04,85.22,110.85,73.61,10.23,9.19,0,9.19,48.32
85.1,1.68,36.73,0.12,1.42,0,85.22,110.85,73.61,10.31,9.19,0,40.1,48.31
85.09,1.68,36.7,0.12,1.42,0,85.21,110.85,73.61,10.49,40.1,0,40.1,48.32
87.99,1.69,32.43,0.12,1.42,0,80.59,105.26,72.6,37.74,40.1,40.1,40.1,48.31
88,1.69,32.91,0.12,1.42,0,77.69,105.25,72.27,37.53,46.79,40.1,46.79,48.32
87.99,1.69,50.96,0.12,1.42,0,73.68,96.94,72.24,37.17,53.47,48.32,53.47,53.68
87.99,1.69,32.9,0.12,1.41,0,73.39,95.21,72.21,37.16,71.91,48.32,72.23,53.68
88,1.69,50.96,0.12,1.41,0,73.39,94.54,72.22,37.24,57.39,48.32,59.46,48.31
87.99,1.69,50.97,0.12,1.41,0,73.68,95.16,72.28,37.44,57.39,53.71,59.46,48.31
87.99,1.69,32.94,0.12,1.41,0,74.04,95.6,72.34,37.85,57.39,53.71,59.46,48.31
87.99,1.69,32.95,0.12,1.41,0,72.28,88.16,72.12,37.83,61.31,53.71,59.46,48.32
88,1.69,0,0,0.05,0,0,0,5.62,0,53.47,53.71,72.14,48.32
88,1.69,0,0,0,0,0,0,0,0,48.31,53.71,46.79,53.68
74.31,1.26,0,0,0,0,0,0,0,0,40.1,48.32,40.1,48.32
65.17,0,0,0,0,0,0,0,0,0,40.1,48.31,40.1,46.79
60.81,0,0,0,0,0,0,0,0,0,40.1,48.32,40.1,40.26
62.48,0,0,0,0,0,0,0,0,0,40.1,48.32,27.52,40.26
62.46,0,0,0,0,0,0,0,0,0,40.1,46.79,9.19,40.26
62.48,0,0,0,0,0,0,0,0,0,40.1,46.79,9.19,40.26
58.44,0,0,0,0,0,71.96,93.98,59.94,29.22,40.1,46.79,9.19,46.79
62.45,0,0,0,0,0,78.31,101.42,76.76,101.87,40.1,40.28,40.1,46.79
62.52,0,0.17,0.15,0.04,0,78.31,101.42,76.38,100.79,40.1,40.28,40.1,48.31
88,1.69,0.17,0.14,0.02,0,78.31,101.42,75.52,98.44,40.1,40.1,40.1,48.32
88.01,1.69,0.12,0.14,0,0,77.18,99.78,74.6,97.83,40.1,40.1,40.1,167.76
88,1.69,0.12,0.14,0,0,73.48,97.38,72.87,96.81,40.1,40.1,40.1,110.26
88.01,1.69,0.12,0.14,0,0,72.61,96.4,71.95,95.05,40.1,40.1,40.1,71.75
88,1.69,0.11,0.14,0,0,71.72,94.74,71.19,94.78,40.1,40.1,40.1,68.15
87.49,1.84,0.08,0.14,0,0,70.2,91.49,70.19,91.19,46.79,48.31,48.31,68.15
87.49,1.84,0.06,0.14,0,0,70.54,91.48,70.45,91.38,53.47,55.95,53.47,68.15
87.48,1.84,0.06,0.11,0,0,71.06,91.52,71.31,93.91,53.47,63.59,60.56,53.68
87.48,1.84,0.06,0.09,0,0,72.25,93.96,72.22,95.78,65.23,55.95,61.79,50.19
87.48,1.84,0.08,0.14,0,0,73.3,93.96,73.33,96.37,57.39,55.95,59.46,48.31
87.48,1.84,0.13,0.15,0,0,73.8,96.75,73.69,96.67,57.39,55.95,59.46,48.31
87.49,1.84,0.13,0.15,0,0,73.8,96.75,74.14,96.76,57.39,55.95,59.46,48.32
87.49,1.84,0.13,0.15,1,0.13,73.8,96.76,74.17,97.07,57.39,55.95,59.46,48.32
87.49,1.84,0.15,0.15,7.36,8.62,67.94,78.94,73.4,95.03,57.39,55.95,72.14,48.32
87.5,1.84,0,0,6.93,8.58,59.17,78.81,63.18,83.69,46.79,55.95,46.79,48.31
74.86,1.49,0,0,6.54,7.45,59.28,78.93,62.6,82.69,40.1,55.95,40.1,48.31
58.71,0.84,0,0,46.86,7.29,59.27,78.94,62.81,82.72,40.1,58.44,40.1,46.79
0,0,0,0,49.71,48.9,59.27,78.93,62.93,82.71,40.1,53.47,40.1,40.26
55.28,0.84,0,0,50.5,56.84,59.27,78.93,61.61,82.7,40.1,48.31,29.05,9.19
58.67,0.84,0,0,62.42,54.92,59.28,78.95,62.39,82.2,40.1,46.79,9.19,9.19
58.69,0.84,0,0,62.59,55.37,72.13,94.24,67.48,88.17,40.1,46.79,9.19,9.19
58.67,0.84,0,0,68.44,86.25,89.77,117.95,74.55,98.26,40.1,40.1,9.19,46.79
58.71,0.84,70.63,0.1,80.77,99.95,141.77,117.95,83.81,109.27,40.1,40.1,40.1,46.79
63.31,1.26,75.65,103.87,82.64,101.32,89.77,117.95,83.8,109.26,40.1,40.1,40.1,48.32
87.48,1.92,75.87,103.87,80.96,99.97,89.77,117.95,83.74,109.14,40.1,40.1,40.1,53.68
127.87,1.93,75.63,103.58,80.76,99.96,89.77,117.95,83.61,108.5,40.1,40.1,40.1,126.87
87.56,1.93,75.57,103.49,80.75,99.95,89.77,117.94,83.17,108.48,9.19,0,40.1,48.32
87.48,1.92,75.57,103.49,80.56,99.92,89.76,117.94,81.62,106.34,40.1,0,40.1,48.31
87.48,1.92,75.57,103.49,78.13,95.8,85.55,117.93,79.32,104.23,40.1,40.1,40.1,61.06
89.56,2.17,84.43,95.09,60.54,63.47,78.31,103.99,78.32,100.61,40.1,40.1,46.79,50.59
89.55,2.17,84.48,95.09,58.86,59.62,78.31,100.1,78.36,99.34,40.1,40.1,46.79,48.32
89.55,2.17,84.21,95.09,59.11,62.53,78.3,100.1,78.39,99.44,53.47,53.47,53.47,51.39
89.55,2.17,84.5,95.44,55.44,59.03,78.75,104.2,78.95,102.53,78.6,73.36,78.13,49.8
89.55,2.17,84.5,95.45,51.73,65.15,83.22,105.97,81.64,103.25,57.39,55.95,59.46,48.32
89.55,2.17,84.53,95.45,63.47,66.91,86.55,109.61,82.56,104.4,58.61,55.95,59.46,48.31
89.56,2.17,84.78,95.46,66.2,68.75,91.85,115.42,82.61,104.51,56.17,58.44,59.46,48.31
89.55,2.17,84.78,95.45,65.11,69.85,92.25,117.54,82.73,104.51,56.17,53.47,64.2,48.31
89.56,2.17,84.49,95.45,60.93,69.23,73.59,96.78,78.69,100.53,53.47,59.84,61.62,48.31
89.57,2.17,58.17,85.44,57.89,60.54,69.91,89.66,68.94,87.53,48.31,48.31,48.32,48.32
76.64,1.72,47.17,27.39,41.54,54.5,69.47,88.62,66.68,86.25,46.79,48.32,40.1,46.79
53.36,0,46.54,0,45.41,51.64,69.9,91.15,64.9,84.83,40.1,46.79,40.1,37.35
50.26,0,46.55,0,46.01,54.72,69.9,91.04,65.5,85.55,40.1,40.1,40.1,0
53.35,0,46.53,0,41.42,57.44,69.91,89.66,47.46,81.87,40.1,40.1,40.1,9.19
53.36,0,46.53,0,38.93,55.14,71.24,92.21,66.63,86.67,40.1,40.1,40.1,9.19
53.36,0,46.54,0,37.19,52.13,73.6,96.78,67.96,88.26,40.1,40.1,40.1,0
53.33,0,46.52,0,44.57,54.94,91.86,115.43,77.56,100.66,40.1,40.1,40.1,27.58
53.34,0,47.42,80.69,57.34,64.44,154.87,115.44,83.57,106.31,40.1,40.1,40.1,46.79
71.2,0.05,81.91,103.95,62.47,64.89,104.49,115.44,83.56,106.3,40.1,40.1,40.1,46.79
89.55,2.17,82.01,104,61.66,65.84,91.87,115.44,83.56,106.26,40.1,40.1,40.1,48.32
90.74,2.17,81.77,103.87,68.31,66.98,91.87,115.45,83.55,106.24,40.1,40.1,40.1,136.13
90.23,2.17,81.71,103.87,60.94,65.22,91.87,115.44,83.53,106.21,40.1,40.1,40.1,49.8
89.56,2.17,81.71,103.66,50.68,9.88,91.86,115.44,83.52,106.19,40.1,40.1,40.1,49.8
89.56,2.17,81.71,103.66,45.89,2.7,87.77,115.43,83.49,106.15,40.1,40.1,40.1,49.8
91.13,102.54,86.14,108.52,51.27,2.16,82.48,105.66,78.19,100.5,40.1,40.1,40.1,48.31
